1;clara;1480964748250;click;questionario.html#;Q:2:H:1-2 btn btn-info btn-lg;button;252;560
1;clara;1480964761089;click;questionario.html#;Q:2:H:1-2:B;input;219;441
1;clara;1480964764455;click;questionario.html#;Q:2:H:1-2 btn btn-info btn-lg;button;266;553
1;clara;1480964765083;click;questionario.html#;Q:2:H:1-2 btn btn-info btn-lg;button;264;587
1;clara;1480964765230;click;questionario.html#;Q:2:H:1-2 btn btn-info btn-lg;button;265;582
1;clara;1480964765408;click;questionario.html#;Q:2:H:1-2 btn btn-info btn-lg;button;279;573
1;clara;1480964765595;click;questionario.html#;Q:2:H:1-2 btn btn-info btn-lg;button;281;569
1;clara;1480964765766;click;questionario.html#;Q:2:H:1-2 btn btn-info btn-lg;button;280;573
1;clara;1480964765927;click;questionario.html#;Q:2:H:1-2 btn btn-info btn-lg;button;272;582
1;clara;1480964766080;click;questionario.html#;;body;259;603
1;clara;1480964766261;click;questionario.html#;;body;265;609
1;clara;1480964766423;click;questionario.html#;;body;274;610
1;clara;1480964766614;click;questionario.html#;Q:2:H:1-2 btn btn-info btn-lg;button;278;574
1;clara;1480964767083;click;questionario.html#;Q:3:H:1-3 list-group-item;a;133;259
1;clara;1480964770500;click;questionario.html#;Q:3:H:1-3:A;input;225;526
1;clara;1480964771670;click;questionario.html#;;body;273;707
1;clara;1480964771881;click;questionario.html#;Q:3:H:1-3 btn btn-info btn-lg;button;291;675
1;clara;1480964772081;click;questionario.html#;Q:3:H:1-3 btn btn-info btn-lg;button;297;684
1;clara;1480964773058;click;questionario.html#;Q:1:H:1-1 list-group-item;a;86;182
1;clara;1480964784247;click;questionario.html#;Q:2:H:1-2 list-group-item;a;74;232
1;clara;1480964784624;click;questionario.html#;Q:3:H:1-3 list-group-item;a;76;285
1;clara;1480964785463;click;questionario.html#;Q:1:H:1-1 list-group-item;a;44;192
1;clara;1480964819998;;questionario.html#;Q:1:H:1-1 list-group-item;;;
